original_amount,txn_date,plaid_category,plaid_dirty_name
5,2019-09-16,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
16.63,2019-11-19,"['Shops', 'Pharmacies']",Duane Reade
5,2019-01-16,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
207.9,2020-11-04,"['Shops', 'Beauty Products']",Sephora
3,2019-04-01,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 03/29
20,2020-10-21,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 10/20
5.3,2019-07-14,"['Food and Drink', 'Restaurants']",Smoothie King
6.8,2019-05-13,"['Shops', 'Beauty Products']",Sephora
9.26,2020-07-31,"['Shops', 'Discount Stores']",Dollar General
13.96,2019-08-19,"['Travel', 'Gas Stations']",Sheetz
6.44,2019-08-14,"['Travel', 'Gas Stations']",Sheetz
94.23,2020-04-10,"['Shops', 'Beauty Products']",Sephora
10,2019-12-24,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 12/23
13.67,2021-01-08,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
5,2018-04-11,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
79.66,2017-07-06,"['Transfer', 'Debit']",ALLY CASHBACK
41.34,2019-07-04,"['Shops', 'Beauty Products']",Sephora
12.44,2020-01-10,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
12.99,2020-01-06,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
18.24,2020-12-14,"['Food and Drink', 'Restaurants']",PANDA EXPRES
2.52,2020-06-19,"['Travel', 'Gas Stations']",MARATHON PETRO1207 06-18 FORT
7.4,2019-07-11,"['Shops', 'Clothing and Accessories']",T.J.Maxx
1.45,2020-02-14,"['Shops', 'Pharmacies']",Duane Reade
47,2019-11-27,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
2.23,2020-03-16,"['Shops', 'Discount Stores']",Dollar General
3.87,2019-07-10,"['Shops', 'Discount Stores']",Dollar General
210.68,2021-01-11,"['Shops', 'Beauty Products']",Sephora
27.19,2019-05-07,"['Shops', 'Pharmacies']",Duane Reade
36.08,2020-11-28,"['Shops', 'Clothing and Accessories']",T.J.Maxx
20.44,2020-12-04,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
10,2019-10-28,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 10/25
1075.68,2018-11-27,"['Transfer', 'Debit']",ALLY CASHBACK
30.89,2020-12-23,"['Shops', 'Pharmacies']",POS DEBIT JEWEL OSCO 4057 FRANKLIN PAR
10.87,2019-07-08,"['Shops', 'Pharmacies']",Duane Reade
30.31,2019-01-07,"['Travel', 'Gas Stations']",QuikTrip
28.08,2020-07-29,"['Shops', 'Pharmacies']",Duane Reade
40.84,2019-06-14,"['Shops', 'Clothing and Accessories']",T.J. Maxx
3.5,2019-11-27,['Food and Drink'],PepsiCo
46.59,2019-10-11,"['Shops', 'Supermarkets and Groceries']",JEWEL OSCO 309 10/11 PURCHASE ALSIP IL DEBIT CARD *0044
100,2020-10-09,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 10/08
2,2020-12-10,"['Travel', 'Parking']",POS DEBIT NYCDOT PARKING METERS
46.8,2019-04-30,"['Travel', 'Gas Stations']",Sheetz
5.88,2019-08-19,"['Travel', 'Gas Stations']",Sheetz
18.51,2020-05-22,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
1328.62,2019-05-28,"['Transfer', 'Debit']",ALLY CASHBACK
163.83,2019-10-23,"['Shops', 'Department Stores']",ROSS STORES #1 10/23 PURCHASE CRESTWOOD IL DEBIT CARD *0044
20.08,2020-09-15,"['Service', 'Food and Beverage']",DOORDASH*CHICK-FIL WWW.DOORDASH.
8.56,2020-07-02,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
10,2019-12-09,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 12/06
124.02,2020-12-18,"['Service', 'Insurance']",State Farm
5,2019-04-10,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
20.2,2019-01-24,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
20.85,2020-09-14,"['Food and Drink', 'Restaurants']",Tropical Smoothie Cafe
9.31,2018-12-24,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
22.16,2020-05-28,"['Travel', 'Gas Stations']",MARATHON PETRO120741
6,2021-01-04,"['Travel', 'Parking']",POS DEBIT NYCDOT PARKING METERS
24.65,2019-03-29,"['Travel', 'Gas Stations']",MARATHON PETRO2197 03-28 MURRAY
1.75,2019-10-23,['Food and Drink'],PepsiCo
12.77,2020-06-15,"['Food and Drink', 'Restaurants', 'Fast Food']",White Castle
19.73,2020-10-26,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 10/25
11.6,2019-03-18,"['Shops', 'Supermarkets and Groceries']",Jewel-Osco
4,2019-11-27,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
48.12,2019-12-02,"['Shops', 'Clothing and Accessories']",T.J.Maxx
15.93,2021-01-31,"['Food and Drink', 'Restaurants', 'Fast Food']",White Castle
4.59,2020-12-01,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 12/01
8.57,2019-12-02,"['Travel', 'Gas Stations']",Sheetz
11.58,2018-08-22,"['Food and Drink', 'Restaurants']",Chick-fil-A
24.92,2020-11-11,"['Service', 'Shipping and Freight']",UPS
11.78,2020-09-09,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 09/09
10,2020-05-18,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 05/16
10,2020-06-22,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 06/19
200,2019-08-19,"['Transfer', 'Debit']",ALLY CASHBACK
13.6,2019-01-04,"['Shops', 'Pharmacies']",Duane Reade
2.25,2018-10-09,['Food and Drink'],PepsiCo
8.24,2019-02-27,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
7.08,2020-07-01,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
34.41,2020-10-05,"['Shops', 'Discount Stores']",Dollar Tree
9,2020-11-06,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
8.17,2020-12-07,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 12/06
20.31,2020-07-21,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
13.26,2019-11-18,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
14.08,2020-09-02,"['Service', 'Insurance']",State Farm
2,2020-12-03,"['Travel', 'Parking']",POS DEBIT NYCDOT PARKING METERS
5,2019-06-20,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
107.97,2019-08-09,"['Shops', 'Clothing and Accessories']",T.J.Maxx
13.1,2018-07-12,"['Shops', 'Pharmacies']",Duane Reade
4.36,2017-08-25,"['Shops', 'Beauty Products']",Sephora
54.7,2020-12-12,"['Shops', 'Discount Stores']",Dollar Tree
108,2020-11-09,['Service'],"Debit Purchase -visa 11/04 card 6332 Wix.com, Inc."
1,2019-09-23,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 09/20
10.48,2019-02-13,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
47.49,2019-12-24,"['Shops', 'Beauty Products']",ULTA #213 BALTIMORE MD 12/24
20.94,2020-12-28,"['Travel', 'Gas Stations']",QuikTrip
8.8,2020-09-08,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
10.5,2020-06-01,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 05/30
5.41,2020-08-09,"['Shops', 'Discount Stores']",Dollar Tree
92.69,2017-08-01,"['Transfer', 'Debit']",ALLY CASHBACK
10,2019-08-14,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
21.06,2019-09-03,"['Travel', 'Gas Stations']",MARATHON PETRO236 09/02 PURCHASE KENTWOOD MI DEBIT CARD *0044
5,2019-06-06,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
13.05,2016-10-11,"['Shops', 'Pharmacies']",Duane Reade
5.77,2020-06-26,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 06/26
4,2020-09-09,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 09/08
14.69,2020-11-16,"['Food and Drink', 'Restaurants', 'Fast Food']",White Castle
37.8,2020-03-01,"['Shops', 'Discount Stores']",Dollar Tree
17.68,2019-07-09,"['Service', 'Shipping and Freight']",UPS
49.99,2020-01-28,"['Food and Drink', 'Restaurants']",Hover.Com
6.9,2020-10-30,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 10/29
1.82,2019-02-12,"['Shops', 'Supermarkets and Groceries']",Jewel-Osco
6.78,2020-08-13,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
26.04,2019-08-27,"['Shops', 'Clothing and Accessories']",Ross Dress for Less
15,2019-04-28,"['Travel', 'Gas Stations']",Cumberland Farms
7.43,2020-09-06,"['Shops', 'Clothing and Accessories']",Withdrawal Debit T J MAXX # / 1123
17,2019-11-18,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
15.26,2020-09-28,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
61.61,2020-03-14,"['Shops', 'Pets']",CHEWY.COM FL PMT-ZJKVEC0OJG
6.08,2019-10-21,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
39.25,2018-08-24,"['Service', 'Shipping and Freight']",UPS
37.02,2020-03-16,"['Shops', 'Beauty Products']",Sephora
108.47,2019-06-24,"['Service', 'Insurance']",State Farm
3.29,2020-09-21,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 09/20
28.56,2020-06-17,"['Shops', 'Discount Stores']",Dollar Tree
50.82,2019-03-29,"['Shops', 'Pets']",CHEWY.COM
39.05,2021-01-24,"['Shops', 'Clothing and Accessories']",T.J.Maxx
10.89,2019-07-03,"['Shops', 'Beauty Products']",Sephora
25,2021-01-08,"['Food and Drink', 'Restaurants']",Chick-Fil-A
68.41,2020-05-09,"['Shops', 'Pets']",CHEWY.COM
2.25,2019-10-30,['Food and Drink'],PepsiCo
98.68,2018-12-19,"['Service', 'Insurance']",State Farm
20,2019-11-25,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 11/22
5,2018-10-31,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
8.67,2020-08-04,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
35.88,2019-03-31,"['Shops', 'Digital Purchase']",Audible
20,2020-10-26,"['Travel', 'Gas Stations']",QuikTrip
30.49,2019-02-01,"['Shops', 'Beauty Products']",Sephora
26,2020-01-09,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 01/08
2.52,2020-03-18,"['Shops', 'Clothing and Accessories']",Ross Dress for Less
10,2019-04-26,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
343.56,2020-02-10,"['Transfer', 'Debit']",ALLY CASHBACK
10,2019-07-29,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
163.93,2019-03-26,"['Service', 'Insurance']",State Farm
8.8,2020-12-14,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
4.03,2019-10-15,"['Travel', 'Gas Stations']",Cumberland Farms
10,2020-06-29,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 06/27
53.33,2020-07-20,"['Shops', 'Pharmacies']",Duane Reade
17,2020-04-23,"['Travel', 'Gas Stations']",MARATHON PETRO1595 04-21 FLORENC
1.75,2018-09-14,['Food and Drink'],PepsiCo
10.55,2020-05-04,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
11.45,2019-12-16,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
139.13,2019-10-18,"['Service', 'Insurance']",State Farm
45.49,2020-03-29,"['Shops', 'Pets']",CHEWY INC
14.1,2019-10-18,"['Service', 'Shipping and Freight']",UPS
20,2020-02-08,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
4,2019-06-17,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
558.68,2018-09-07,"['Transfer', 'Debit']",ALLY CASHBACK
23.23,2020-05-29,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
5.51,2019-09-20,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
19.03,2020-09-16,"['Shops', 'Clothing and Accessories']",T J MAXX 35 FITZGERAL YONKERS NY 09/16
174.55,2020-04-17,"['Service', 'Insurance']",State Farm
8.95,2021-01-07,"['Food and Drink', 'Restaurants', 'Fast Food']",White Castle
5.04,2019-04-18,"['Food and Drink', 'Restaurants', 'Fast Food']",White Castle
9.26,2020-01-24,"['Shops', 'Discount Stores']",Dollar General
20,2020-05-29,"['Service', 'Personal Care']",GLOBALPOK GOLD COIN gp@vgw.co 05/28
82.75,2019-10-15,"['Shops', 'Beauty Products']",Sephora
5,2018-02-22,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
9.24,2020-10-13,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 10/13
13.57,2020-06-15,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
136.36,2019-10-24,"['Service', 'Insurance']",State Farm
21.37,2020-06-25,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
86.92,2019-03-26,"['Shops', 'Beauty Products']",Sephora
7.47,2020-07-29,"['Shops', 'Discount Stores']",Dollar Tree
15.15,2018-12-21,"['Travel', 'Gas Stations']",QuikTrip
17.73,2020-07-15,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
154,2020-04-27,"['Service', 'Insurance']",State Farm
5,2019-10-23,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
14.69,2020-12-28,"['Food and Drink', 'Restaurants', 'Fast Food']",White Castle
17.04,2019-01-28,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
4.58,2018-12-18,"['Food and Drink', 'Restaurants']",Hover.Com
9.42,2020-07-28,"['Shops', 'Discount Stores']",Dollar General
49.71,2020-11-16,"['Shops', 'Convenience Stores']",Cumberland Farms
6.18,2019-09-05,"['Shops', 'Discount Stores']",Dollar Tree
16.24,2021-01-04,"['Shops', 'Digital Purchase']",Audible
10,2021-01-04,"['Shops', 'Digital Purchase']",POS DEBIT GLOBALPOK GOLD COINS TA XBIEX
10,2019-08-12,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 08/10
5,2018-12-04,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
11.82,2019-05-09,"['Shops', 'Discount Stores']",Dollar General
2.13,2020-07-10,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
8.28,2020-10-13,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
10.87,2020-11-28,"['Shops', 'Beauty Products']",ULTA # 486
5,2018-09-06,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
17.83,2020-06-19,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
4.97,2019-04-22,"['Food and Drink', 'Restaurants']",Tropical Smoothie Cafe
59.73,2020-02-24,"['Shops', 'Convenience Stores']",Cumberland Farms
12.27,2019-09-03,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
6.32,2020-07-13,"['Shops', 'Discount Stores']",Dollar Tree
5,2019-06-06,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 06/05
11.53,2020-12-10,"['Shops', 'Pharmacies']",POS DEBIT JEWEL OSCO 3474
9.26,2020-12-21,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
686.44,2019-11-04,"['Transfer', 'Debit']",ALLY CASHBACK
55.9,2019-02-12,"['Shops', 'Pets']",CHEWY.COM
16.24,2019-07-05,"['Shops', 'Digital Purchase']",Audible
98.68,2019-01-17,"['Service', 'Insurance']",State Farm
5,2018-06-20,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
20.17,2020-02-14,"['Travel', 'Gas Stations']",MARATHON OIL 076000
10,2020-08-24,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 08/21
1.47,2020-07-03,"['Travel', 'Gas Stations']",MARATHON PETRO1207 07-02 FORT
15.98,2019-06-18,"['Shops', 'Clothing and Accessories']",T J Maxx 250 W 57 Th S
4.15,2019-07-05,"['Service', 'Shipping and Freight']",UPS
5,2019-02-11,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
9.39,2019-04-15,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
143.81,2019-06-19,"['Service', 'Insurance']",State Farm
12.96,2019-05-27,"['Travel', 'Gas Stations']",QuikTrip
8.55,2019-09-03,"['Shops', 'Digital Purchase']",Audible
10,2019-07-22,"['Travel', 'Public Transportation Services']",VENTRA VENDING 07902
337.1,2019-12-10,"['Transfer', 'Debit']",ALLY CASHBACK
10,2018-03-19,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
67.1,2020-10-13,"['Shops', 'Beauty Products']",ULTA
10,2019-09-29,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
4,2020-07-13,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 07/10
11.5,2019-06-17,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
47.34,2020-10-16,"['Shops', 'Convenience Stores']",Cumberland Farms
10,2017-08-21,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
5,2018-10-25,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
45,2019-11-20,['Service'],WIX.COM*5492090
10,2019-09-20,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 09/19
3.82,2021-01-08,"['Travel', 'Gas Stations']",MARATHON PETRO162255 CARRABE
18.87,2020-09-08,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
4.24,2018-11-14,"['Shops', 'Pharmacies']",Duane Reade
86.88,2020-03-18,"['Service', 'Insurance']",State Farm
48.6,2020-10-19,"['Shops', 'Pharmacies']",Duane Reade
4.33,2016-09-06,"['Food and Drink', 'Restaurants']",DUNKIN #331707 Q35 BROOKLYN NY 09/02
100,2020-10-05,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 10/03
15.21,2021-01-03,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
4,2020-06-25,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 06/24
4.29,2020-01-21,"['Shops', 'Clothing and Accessories']",T J MAXX 3219 ROLLING
49.99,2018-12-22,"['Food and Drink', 'Restaurants']",Hover.Com
2,2021-01-28,"['Travel', 'Parking']",POS DEBIT NYCDOT PARKING METERS
3,2019-11-21,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 11/20
10.89,2021-01-07,"['Shops', 'Clothing and Accessories']",ROSS STORES #1892 HOMEWOOD IL 01/07
6.8,2020-05-29,"['Travel', 'Gas Stations']",QuikTrip
53.13,2020-02-28,"['Service', 'Shipping and Freight']",UPS
19.42,2020-10-01,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
3,2019-08-09,"['Travel', 'Public Transportation Services']",VENTRA VENDING 03002
36.59,2019-07-01,"['Travel', 'Gas Stations']",Sheetz
14,2019-11-19,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
23.2,2020-07-27,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
12.83,2020-09-01,"['Service', 'Insurance']",State Farm
116.6,2019-03-07,"['Shops', 'Beauty Products']",Sephora
29.9,2019-06-12,['Service'],WIX.COM*459071141 NY 06/11
5,2019-07-11,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
5,2019-04-22,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
24.5,2021-01-04,"['Travel', 'Parking']",POS DEBIT SPOTHERO CHICAGO IL 00NN06862
8.42,2020-01-13,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
31.67,2020-06-15,"['Shops', 'Pharmacies']",JEWEL OSCO 3474 PALATINE IL 06/15
4,2020-01-13,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 01/10
2.89,2019-04-08,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
13,2019-12-23,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 12/20
5,2019-10-10,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
14.92,2021-01-04,"['Food and Drink', 'Restaurants']",Hover.Com
33.44,2019-12-12,"['Shops', 'Pharmacies']",Duane Reade
29.9,2019-09-16,['Service'],"WIX*Wix.Com, Inc. CA 09/11"
10,2019-10-22,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 10/21
25,2019-06-20,"['Travel', 'Parking']",NYCDOT PARKNYC NY 06/19
24.13,2020-05-04,"['Shops', 'Pharmacies']",Duane Reade
24.85,2020-06-15,"['Service', 'Business Services']",WIX.COM 692751901
143.81,2019-01-28,"['Service', 'Insurance']",State Farm
8.8,2020-08-05,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
4,2020-07-30,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 07/29
10,2020-10-23,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 10/22
16.24,2020-01-06,"['Shops', 'Digital Purchase']",Audible
45.9,2021-02-03,"['Service', 'Shipping and Freight']",UPS
39.84,2019-05-20,"['Travel', 'Gas Stations']",QuikTrip
20,2019-07-23,"['Travel', 'Parking']",SPOTHERO 8443568054
3.87,2019-07-09,"['Shops', 'Convenience Stores']",Cumberland Farms
10,2019-11-04,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
11.51,2019-07-22,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
10,2017-10-23,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
5,2018-01-12,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
6.99,2019-07-03,"['Travel', 'Gas Stations']",QuikTrip
5,2020-05-18,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 05/16
43.96,2020-05-27,"['Shops', 'Convenience Stores']",Cumberland Farms
6.96,2019-10-30,"['Food and Drink', 'Restaurants', 'Fast Food']",White Castle
61.88,2019-12-04,"['Shops', 'Pharmacies']",Duane Reade
4,2019-06-03,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
16.24,2019-12-04,"['Shops', 'Digital Purchase']",Audible
177.42,2019-01-09,"['Transfer', 'Debit']",ALLY CASHBACK
5,2018-07-07,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
10,2019-03-29,"['Travel', 'Parking']",SPOTHERO 8443568054 IL 03/28
5,2018-05-18,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
8.16,2020-03-16,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 03/16
18.26,2020-02-19,"['Shops', 'Pharmacies']",Duane Reade
8.6,2019-05-15,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
10.76,2020-10-19,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 10/19
32,2017-07-24,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
28.67,2019-09-22,"['Shops', 'Convenience Stores']",Cumberland Farms
53.84,2020-09-15,"['Shops', 'Convenience Stores']",Cumberland Farms
2.14,2021-01-07,"['Travel', 'Gas Stations']",Sheetz
8.11,2020-11-20,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
31.78,2020-08-13,['Service'],WIX.COM*732953733 NY 08/11
32,2017-07-03,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
40.84,2019-06-14,"['Shops', 'Clothing and Accessories']",T.J. Maxx
10.69,2019-01-31,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
1377.95,2018-08-23,"['Transfer', 'Debit']",ALLY CASHBACK
2,2020-12-31,"['Travel', 'Parking']",POS DEBIT NYCDOT PARKING METERS
88.73,2019-10-17,"['Shops', 'Beauty Products']",Sephora
